Student ID,Regular/Lateral,CIA-1,CIA-2,CIA-3,Assignment-1,Assignment-2,Assignment-3,Attendance (%),Internal(50),External(100),Final Marks,Grade
5553,Regular,18,22,23,10,9,10,77,27,43,48,F
5554,Lateral,5,12,33,9,10,8,98,27,99,76,B
5555,Regular,10,18,27,9,10,8,93,27,74,64,C
5556,Regular,34,22,42,10,9,9,93,39,78,78,B
5557,Regular,39,1,2,10,9,9,80,25,87,68,C
5558,Lateral,19,11,2,9,9,8,75,20,90,65,C
5559,Regular,2,26,9,10,9,9,79,23,47,46,F
5560,Regular,40,42,26,10,9,8,90,41,57,69,C
5561,Regular,8,15,30,10,8,9,99,27,65,59,D
5562,Lateral,32,15,18,8,8,9,88,28,73,64,C
5563,Regular,34,11,47,8,10,8,94,41,59,70,C
5564,Regular,39,17,36,10,10,10,82,40,92,86,A+
5565,Regular,16,13,32,9,9,10,77,28,88,72,B
5566,Regular,22,22,39,10,8,9,83,33,58,62,C
5567,Regular,44,21,3,10,10,9,92,35,62,66,C
5568,Regular,42,43,35,9,9,10,86,43,45,65,C
5569,Regular,5,2,3,10,9,9,75,12,68,46,F
5570,Lateral,11,11,16,8,8,8,78,18,77,56,D
5571,Regular,44,49,9,8,10,9,81,46,70,81,A
5572,Regular,24,13,37,9,10,10,100,34,54,61,C
5573,Regular,10,45,48,8,8,8,84,45,51,70,C
5574,Regular,25,16,15,8,10,8,88,25,45,47,F
5575,Regular,47,16,16,8,8,8,90,33,66,66,C
5576,Regular,26,29,1,10,8,10,80,31,93,77,B
5577,Regular,15,13,29,8,10,10,85,26,74,63,C
5578,Regular,28,21,2,10,8,9,78,28,47,51,D
5579,Regular,25,7,11,9,9,8,76,23,84,65,C
5580,Regular,24,13,28,8,8,9,90,29,72,65,C
5581,Regular,12,23,1,10,8,10,75,23,47,46,F
5582,Regular,22,23,20,9,9,9,81,27,78,66,C
5583,Regular,43,7,25,10,8,8,99,35,49,59,D
5584,Regular,20,28,42,10,9,8,83,37,46,60,D
5585,Regular,22,13,9,9,9,8,99,22,56,50,D
5586,Regular,17,39,25,10,9,9,78,34,89,78,B
5587,Regular,14,6,47,9,10,8,86,33,65,65,C
5588,Regular,17,2,37,10,10,8,93,30,94,77,B
5589,Regular,43,11,37,8,10,9,99,41,50,66,C
5590,Regular,17,42,16,9,8,9,87,32,75,69,C
5591,Regular,11,36,6,8,8,9,90,27,44,49,F
5592,Lateral,39,11,29,10,10,10,78,37,62,68,C
5593,Regular,21,32,47,10,8,10,81,40,77,78,B
5594,Lateral,48,21,21,10,9,9,94,36,67,69,C
5595,Regular,45,29,47,9,9,9,85,45,64,77,B
5596,Regular,37,11,35,9,9,8,95,37,85,79,B
5597,Regular,35,27,37,8,10,10,76,38,87,81,A
5598,Regular,41,4,38,10,10,9,90,41,55,68,C
5599,Regular,26,24,12,9,9,8,84,28,98,77,B
5600,Regular,41,32,50,8,8,10,100,45,43,66,C
5601,Regular,50,37,6,8,8,9,98,43,82,84,A
5602,Lateral,2,16,32,10,9,10,97,28,72,64,C
5603,Lateral,23,1,9,10,10,8,80,22,57,50,D
5604,Regular,23,26,38,9,10,9,83,34,92,80,B
5605,Regular,19,11,39,8,10,8,96,31,83,72,B
5606,Regular,9,20,49,9,9,10,87,36,100,86,A+
5607,Regular,37,17,34,8,8,8,96,36,77,74,B
5608,Regular,21,17,41,9,8,9,88,33,69,67,C
5609,Regular,2,12,33,10,8,9,87,27,98,76,B
5610,Regular,24,6,20,8,8,10,80,26,87,69,C
5611,Regular,49,17,25,8,10,8,76,38,98,87,A+
5612,Regular,10,16,46,10,10,8,93,34,82,75,B
5613,Regular,25,10,31,8,9,9,95,31,85,73,B
5614,Regular,28,25,13,9,10,9,80,30,46,53,D
5615,Regular,15,22,4,10,10,9,90,24,42,45,F
5616,Regular,24,6,30,9,10,8,97,30,68,64,C
5617,Regular,39,16,25,8,9,9,91,34,99,83,A
5618,Regular,22,34,44,8,9,9,96,39,89,83,A
5619,Regular,44,23,25,9,9,9,96,36,41,56,D
5620,Regular,1,11,24,10,9,8,91,23,59,52,D
5621,Regular,32,9,25,10,10,8,98,32,61,62,C
5622,Regular,47,11,41,8,10,9,97,44,94,91,S
5623,Lateral,25,4,50,8,8,10,76,38,90,83,A
5624,Regular,7,46,44,8,9,9,76,44,81,84,A
5625,Regular,13,1,42,9,10,10,100,31,89,75,B
5626,Regular,42,29,39,8,8,9,99,40,64,72,B
5627,Regular,8,39,3,8,10,10,99,28,85,70,C
5628,Regular,1,44,34,10,8,9,85,40,83,81,A
5629,Regular,47,29,2,9,9,9,83,39,99,88,A+
5630,Regular,27,50,18,8,8,8,78,38,48,62,C
5631,Regular,2,11,42,10,8,10,88,30,60,60,D
5632,Regular,32,12,5,8,9,10,79,26,73,62,C
5633,Regular,28,44,23,8,10,10,86,38,69,72,B
5634,Lateral,44,20,33,8,9,10,98,39,57,67,C
5635,Regular,22,33,47,8,9,10,84,41,60,71,B
5636,Regular,10,26,10,10,9,9,94,23,84,65,C
5637,Regular,37,22,27,10,8,9,97,34,100,84,A
5638,Regular,45,43,46,9,8,8,78,44,86,87,A+
5639,Regular,33,16,41,10,8,9,75,38,76,76,B
5640,Regular,12,19,3,9,8,9,90,21,98,70,C
5641,Regular,12,13,19,10,10,10,86,22,85,64,C
5642,Regular,42,12,47,9,10,9,75,44,56,72,B
5643,Regular,4,47,28,9,9,9,91,39,54,66,C
5644,Regular,4,27,33,8,10,10,82,33,89,77,B
5645,Regular,35,26,16,8,9,9,76,33,97,81,A
5646,Regular,26,16,30,9,9,8,86,31,56,59,D
5647,Regular,50,30,29,8,8,9,90,40,72,76,B
5648,Regular,39,37,24,8,9,9,100,39,56,67,C
5649,Regular,25,16,36,10,9,9,82,33,64,65,C
5650,Regular,47,13,13,8,9,8,76,32,67,65,C
5651,Regular,34,25,41,8,8,9,80,38,84,80,B
5652,Regular,45,35,15,10,9,8,90,41,81,81,A
5653,Regular,49,12,15,10,8,9,86,34,70,69,C
5654,Regular,17,21,39,10,8,10,85,33,63,64,C
5655,Lateral,9,20,38,8,9,10,96,32,99,81,A
5656,Regular,6,16,10,9,9,8,88,19,69,53,D
5657,Regular,1,19,32,10,10,10,79,30,52,56,D
5658,Regular,4,27,1,10,8,9,90,21,87,64,C
5659,Regular,49,25,24,10,9,10,80,39,78,78,B
5660,Regular,7,12,49,10,9,9,92,33,93,79,B
5661,Regular,8,21,6,9,10,8,98,20,47,43,F
5662,Regular,40,40,42,9,9,9,86,41,96,89,A+
5663,Regular,46,8,45,10,9,10,90,46,61,76,B
5664,Regular,19,22,41,10,10,10,86,35,59,64,C
5665,Regular,40,17,28,9,9,9,78,36,88,80,B
5666,Regular,28,46,38,8,9,8,80,41,86,84,A
5667,Regular,2,19,48,9,8,8,84,35,79,74,B
5668,Regular,34,15,28,8,10,10,90,34,73,70,C
5669,Regular,28,21,39,8,8,10,84,35,86,78,B
5670,Regular,30,49,23,10,10,8,81,40,59,69,C
5671,Regular,44,3,28,8,10,9,97,37,57,65,C
5672,Lateral,3,43,1,10,10,10,85,28,48,52,D
5673,Regular,2,30,11,9,10,10,78,26,88,70,C
5674,Regular,44,12,16,9,9,8,91,32,53,58,D
5675,Regular,2,10,50,8,10,8,79,32,100,82,A
5676,Regular,49,14,21,10,10,8,85,37,92,83,A
5677,Regular,37,22,17,9,10,10,85,33,67,66,C
5678,Regular,2,49,2,9,8,8,88,28,95,75,B
5679,Regular,19,27,18,9,10,10,80,28,82,69,C
5680,Regular,1,32,23,10,10,10,97,32,69,66,C
5681,Regular,28,1,3,8,9,8,90,20,99,69,C
5682,Regular,18,24,38,9,8,9,79,33,81,73,B
5683,Regular,12,16,36,8,8,8,87,28,91,73,B
5684,Regular,17,5,4,8,10,10,76,18,91,63,C
5685,Regular,31,30,10,10,9,9,77,33,69,67,C
5686,Regular,10,25,17,8,10,9,78,25,87,68,C
5687,Regular,27,23,32,9,8,9,92,32,97,80,B
5688,Regular,8,40,34,8,9,8,92,37,62,68,C
5689,Regular,33,12,45,10,8,8,97,39,82,80,B
5690,Regular,39,45,22,10,8,8,90,42,71,77,B
5691,Regular,18,23,9,8,9,8,81,24,100,74,B
5692,Regular,20,20,49,8,8,10,95,36,88,80,B
5693,Regular,9,25,11,8,9,8,75,22,46,45,F
5694,Regular,36,3,10,10,10,8,84,27,80,67,C
5695,Regular,2,8,50,9,8,10,81,32,55,59,D
5696,Regular,22,31,24,8,8,10,91,30,41,50,D
5697,Regular,7,8,18,10,9,8,84,19,54,46,F
5698,Regular,16,1,1,10,10,9,84,16,61,46,F
5699,Regular,14,36,13,8,8,9,100,28,63,59,D
5700,Regular,50,7,20,8,10,9,80,37,47,60,D
5701,Regular,3,32,5,10,10,9,99,24,43,45,F
5702,Regular,13,11,1,8,9,9,85,18,61,48,F
5703,Regular,6,11,20,8,9,10,93,21,69,55,D
5704,Regular,4,46,35,8,10,10,86,41,87,84,A
5705,Regular,8,49,40,8,8,9,100,43,89,87,A+
5706,Regular,11,3,19,10,8,10,83,21,64,53,D
5707,Regular,37,38,45,9,8,8,93,41,67,74,B
5708,Regular,15,35,25,10,8,10,85,33,80,73,B
5709,Regular,13,19,36,8,10,8,77,30,43,51,D
5710,Regular,47,36,5,9,10,10,80,42,42,63,C
5711,Lateral,1,9,41,9,9,10,96,29,75,66,C
5712,Regular,26,20,15,8,10,9,83,27,76,65,C
5713,Regular,15,18,13,10,8,9,90,22,50,47,F
5714,Regular,41,3,10,8,8,10,87,29,82,70,C
5715,Regular,48,32,42,8,8,10,100,44,58,73,B
5716,Regular,41,27,12,8,9,9,80,35,65,67,C
5717,Regular,30,21,46,8,10,9,89,39,69,73,B
5718,Regular,18,37,28,10,8,8,82,34,44,56,D
5719,Regular,47,22,21,9,10,9,86,36,99,85,A
5720,Lateral,41,50,11,10,10,9,88,46,63,77,B
5721,Lateral,13,20,47,8,10,8,81,35,45,57,D
5722,Regular,9,23,26,9,9,9,88,28,91,73,B
5723,Regular,33,38,39,8,10,10,86,40,69,74,B
5724,Regular,29,49,28,10,10,9,89,40,89,84,A
5725,Lateral,8,11,19,9,8,8,93,20,51,45,F
5726,Regular,12,11,33,8,8,9,75,26,42,47,F
5727,Regular,25,2,16,10,8,9,90,25,59,54,D
5728,Lateral,15,5,40,8,8,9,86,30,96,78,B
5729,Regular,13,23,49,9,8,8,83,37,51,62,C
5730,Regular,17,48,29,9,9,10,81,40,91,85,A
5731,Regular,4,49,41,8,8,9,95,44,46,67,C
5732,Regular,28,5,39,9,9,10,85,36,80,76,B
5733,Regular,47,38,17,9,8,8,80,42,46,65,C
5734,Regular,46,11,31,9,8,9,91,39,61,69,C
5735,Regular,41,26,3,8,8,10,89,35,65,67,C
5736,Regular,1,14,35,8,10,10,98,28,65,60,D
5737,Regular,33,15,41,8,10,8,88,38,91,83,A
5738,Regular,30,18,44,8,9,9,79,38,60,68,C
5739,Regular,50,15,44,9,9,10,79,46,58,75,B
5740,Regular,2,34,22,10,8,8,91,31,56,59,D
5741,Regular,1,38,34,9,9,9,99,37,94,84,A
5742,Lateral,13,6,6,8,10,10,92,16,84,58,D
5743,Regular,45,30,30,9,8,9,88,38,48,62,C
5744,Regular,20,15,24,9,8,8,82,25,61,55,D
5745,Regular,30,9,45,10,10,8,79,39,100,89,A+
5746,Regular,19,27,1,8,8,8,86,26,70,61,C
5747,Lateral,31,36,12,8,10,8,82,35,72,71,B
5748,Regular,15,50,42,8,10,10,89,46,58,75,B
5749,Regular,32,47,48,8,9,10,99,47,86,90,A+
5750,Regular,23,19,25,9,9,8,94,27,100,77,B
5751,Regular,5,23,9,10,9,10,95,22,49,46,F
5752,Regular,43,21,33,10,8,10,79,39,82,80,B
5753,Regular,2,11,48,10,9,10,92,33,68,67,C
5754,Regular,1,25,26,8,10,9,89,29,65,61,C
5755,Regular,17,12,13,9,8,10,99,21,55,48,F
5756,Regular,14,15,4,10,8,10,100,20,92,66,C
5757,Regular,47,16,49,9,10,10,89,48,88,92,S
5758,Lateral,43,43,22,9,10,9,89,43,49,67,C
5759,Regular,7,39,10,10,10,9,83,29,74,66,C
5760,Regular,39,6,11,10,10,9,97,29,78,68,C
5761,Regular,13,28,45,10,8,9,75,38,45,60,D
5762,Regular,46,28,44,10,9,8,76,45,49,69,C
5763,Regular,39,31,22,9,8,8,98,36,44,58,D
5764,Regular,4,25,35,8,9,10,77,33,62,64,C
5765,Regular,48,42,32,9,10,9,83,45,50,70,C
5766,Regular,44,46,28,10,8,8,75,44,70,79,B
5767,Regular,37,43,40,10,8,10,99,42,92,88,A+
5768,Regular,43,4,29,9,8,9,87,37,58,66,C
5769,Regular,13,23,4,8,8,10,97,23,40,43,F
5770,Regular,14,6,47,10,10,9,80,34,59,63,C
5771,Regular,2,35,24,8,10,9,98,32,81,72,B
5772,Regular,36,37,28,8,9,8,82,37,98,86,A+
5773,Regular,43,41,48,10,8,8,76,45,46,68,C
5774,Regular,14,9,37,10,9,8,75,29,84,71,B
5775,Regular,15,17,6,10,10,9,99,22,51,47,F
5776,Regular,30,11,23,10,8,9,88,30,74,67,C
5777,Lateral,21,30,12,9,8,10,87,29,42,50,D
5778,Regular,44,12,4,10,8,10,88,31,47,54,D
5779,Regular,17,10,4,10,10,10,87,20,55,47,F
5780,Lateral,38,1,19,8,8,8,96,30,44,52,D
5781,Regular,10,37,22,10,8,10,75,32,83,73,B
5782,Regular,38,8,28,8,9,8,84,34,75,71,B
5783,Regular,43,4,20,10,9,10,97,34,73,70,C
5784,Regular,43,14,38,8,10,9,97,41,44,63,C
5785,Lateral,19,42,27,9,8,8,88,35,65,67,C
5786,Regular,44,12,11,8,8,10,84,31,75,68,C
5787,Regular,1,40,11,9,10,10,86,30,45,52,D
5788,Regular,44,25,17,8,9,10,89,36,87,79,B
5789,Regular,31,34,14,9,10,8,81,35,95,82,A
5790,Regular,4,24,30,9,8,9,96,30,97,78,B
5791,Regular,46,40,10,10,10,8,75,43,76,81,A
5792,Regular,13,39,18,8,10,9,84,31,62,62,C
5793,Regular,40,37,31,10,8,10,75,40,93,86,A+
5794,Regular,15,49,42,8,9,10,92,45,56,73,B
5795,Regular,2,3,21,10,10,10,100,19,84,61,C
5796,Regular,6,34,39,10,10,8,79,38,93,84,A
5797,Regular,21,39,5,9,8,8,80,32,50,57,D
5798,Lateral,8,24,47,8,9,8,87,36,40,56,D
5799,Regular,17,23,2,10,8,10,81,25,68,59,D
5800,Regular,5,5,20,8,8,8,81,18,52,44,F
5801,Regular,17,48,6,10,8,9,75,35,97,83,A
5802,Regular,23,28,41,9,10,10,95,37,83,78,B
5803,Regular,7,29,41,8,9,10,89,37,72,73,B
5804,Regular,41,34,12,8,10,8,86,38,70,73,B
5805,Regular,9,15,38,10,10,8,75,30,64,62,C
5806,Regular,44,41,49,9,10,8,97,46,65,78,B
5807,Regular,9,30,21,10,10,10,98,30,76,68,C
5808,Regular,36,25,35,8,8,8,89,36,100,86,A+
5809,Regular,20,15,15,9,9,10,98,23,55,50,D
5810,Regular,27,45,7,8,10,9,95,37,41,57,D
5811,Regular,18,41,37,10,10,10,90,41,50,66,C
5812,Regular,8,43,45,9,8,8,97,43,74,80,B
5813,Lateral,11,19,43,10,10,9,86,34,88,78,B
5814,Regular,40,9,31,8,9,8,96,36,85,78,B
5815,Regular,8,29,47,10,9,10,94,40,100,90,A+
5816,Regular,46,21,39,10,8,9,92,43,66,76,B
5817,Regular,15,5,20,10,10,8,95,23,52,49,F
5818,Regular,27,40,33,10,10,9,99,38,85,80,B
5819,Regular,46,49,10,10,9,10,97,47,90,92,S
5820,Regular,16,7,4,8,9,8,93,17,53,43,F
5821,Regular,14,45,11,8,10,10,83,32,50,57,D
5822,Lateral,16,30,27,10,9,10,76,32,67,65,C
5823,Regular,16,27,3,10,9,9,88,26,43,47,F
5824,Regular,30,46,12,10,10,10,80,40,70,75,B
5825,Regular,30,45,26,8,10,8,99,38,77,76,B
5826,Regular,44,5,8,9,10,10,100,30,67,63,C
5827,Regular,34,37,14,10,10,8,92,37,92,83,A
5828,Regular,32,6,44,9,8,8,76,38,92,84,A
5829,Regular,20,42,5,10,10,10,92,34,54,61,C
5830,Regular,43,19,26,8,10,8,90,36,92,82,A
5831,Regular,27,42,3,10,10,8,79,36,91,81,A
5832,Regular,19,44,15,8,8,9,89,33,94,80,B
5833,Regular,16,27,33,9,10,10,82,33,90,78,B
5834,Regular,36,39,18,10,8,9,90,39,67,72,B
5835,Regular,11,6,3,10,9,8,78,15,53,41,F
5836,Regular,18,46,26,9,8,9,95,37,95,84,A
5837,Regular,8,20,6,8,10,8,80,19,43,40,F
5838,Regular,16,21,41,8,9,8,98,33,61,63,C
5839,Regular,25,47,19,10,8,10,93,38,49,62,C
5840,Regular,28,9,43,10,8,10,95,37,69,71,B
5841,Regular,43,33,50,8,9,10,81,46,74,83,A
5842,Regular,23,49,48,9,8,8,84,47,41,67,C
5843,Regular,17,4,2,10,8,8,83,17,66,50,D
5844,Regular,17,12,30,9,10,9,79,28,91,73,B
5845,Regular,33,13,26,8,8,9,91,31,67,64,C
5846,Regular,35,25,44,8,8,10,94,40,100,90,A+
5847,Regular,43,42,29,8,8,10,82,42,63,73,B
5848,Regular,11,32,8,8,9,10,81,26,55,53,D
5849,Regular,2,7,20,8,9,9,83,19,94,66,C
5850,Regular,40,21,6,8,9,8,88,32,100,82,A
5851,Lateral,29,31,17,10,10,10,87,34,64,66,C
5852,Regular,25,10,34,8,10,10,94,32,96,80,B
5853,Regular,12,19,27,10,10,8,96,27,44,49,F
5854,Regular,16,23,43,9,10,10,88,36,49,60,D
5855,Regular,34,24,17,9,9,9,86,32,49,56,D
5856,Regular,19,21,3,10,9,10,98,25,54,52,D
5857,Regular,19,41,50,8,9,8,85,44,47,67,C
5858,Regular,17,25,10,8,8,8,86,24,92,70,C
5859,Regular,33,33,9,8,9,9,76,35,83,76,B
5860,Lateral,24,23,35,8,9,9,90,32,83,73,B
5861,Regular,21,49,46,10,8,9,100,47,83,88,A+
5862,Regular,45,16,22,8,10,8,86,35,63,66,C
5863,Regular,8,31,44,10,10,8,87,39,42,60,D
5864,Regular,29,29,47,9,9,9,82,39,96,87,A+
5865,Regular,48,48,24,8,10,9,96,47,92,93,S
5866,Regular,13,50,37,8,8,9,85,43,95,90,A+
5867,Regular,15,37,18,9,8,8,98,30,99,79,B
5868,Regular,40,10,50,8,8,10,76,44,93,90,A+
5869,Regular,50,10,50,10,9,8,81,49,95,96,S
5870,Regular,12,28,27,9,9,9,100,31,77,69,C
5871,Regular,11,9,38,8,8,8,99,27,56,55,D
5872,Regular,42,40,31,8,9,10,97,41,77,79,B
5873,Regular,28,36,34,9,8,8,81,36,54,63,C
5874,Regular,28,20,21,8,10,9,100,28,99,77,B
5875,Regular,5,46,34,8,8,9,76,40,95,87,A+
5876,Lateral,7,43,28,10,9,10,82,38,99,87,A+
5877,Regular,9,35,26,8,9,9,91,33,46,56,D
5878,Lateral,16,28,32,9,8,10,99,33,60,63,C
5879,Regular,43,38,18,8,9,9,79,41,86,84,A
5880,Regular,24,21,24,8,8,10,80,27,44,49,F
5881,Regular,44,4,24,9,10,10,100,36,51,61,C
5882,Regular,28,36,2,9,10,8,92,34,68,68,C
5883,Regular,18,18,3,8,9,10,96,23,43,44,F
5884,Regular,36,22,21,9,8,9,75,31,61,61,C
5885,Regular,42,19,22,8,9,10,95,34,70,69,C
5886,Lateral,3,1,46,10,9,8,99,28,85,70,C
5887,Regular,21,32,34,8,9,10,85,35,95,82,A
5888,Regular,14,12,50,10,8,10,93,34,82,75,B
5889,Regular,35,23,33,8,9,9,87,35,65,67,C
5890,Regular,30,21,2,10,10,8,81,29,51,54,D
5891,Regular,33,27,4,9,9,10,92,33,98,82,A
5892,Regular,38,12,7,9,8,8,76,28,81,68,C
5893,Regular,46,30,2,8,9,10,99,39,63,70,C
5894,Regular,3,30,15,8,10,9,87,27,43,48,F
5895,Regular,25,4,21,8,8,10,83,27,55,54,D
5896,Regular,30,21,17,8,10,8,87,29,91,74,B
5897,Lateral,12,26,13,9,10,8,75,24,59,53,D
5898,Regular,22,9,37,9,9,9,81,32,88,76,B
5899,Regular,40,42,28,9,9,9,96,41,92,87,A+
5900,Regular,48,39,50,8,9,8,92,47,61,77,B
5901,Regular,17,27,16,8,9,9,90,26,49,50,D
5902,Regular,16,40,44,8,9,9,76,42,94,89,A+
5903,Regular,7,26,13,10,8,8,87,24,89,68,C
5904,Regular,15,16,15,8,10,10,95,21,91,66,C
5905,Regular,32,24,33,9,9,9,95,35,75,72,B
5906,Regular,50,13,19,9,8,9,95,36,55,63,C
5907,Lateral,25,10,8,8,10,8,86,22,95,69,C
5908,Lateral,5,30,16,10,9,9,99,27,83,68,C
5909,Regular,36,30,29,10,9,10,83,36,56,64,C
5910,Lateral,1,43,24,9,8,8,76,35,55,62,C
5911,Regular,5,31,21,8,9,9,85,29,53,55,D
5912,Lateral,24,46,30,9,8,10,92,39,50,64,C
5913,Regular,23,45,44,9,8,10,83,44,61,74,B
5914,Regular,45,24,45,10,10,8,100,45,51,70,C
5915,Lateral,4,20,37,9,8,8,100,31,90,76,B
5916,Lateral,47,49,39,8,9,10,81,47,71,82,A
5917,Regular,34,46,10,10,10,9,81,41,60,71,B
5918,Regular,22,16,49,8,10,8,85,37,98,86,A+
5919,Regular,15,12,3,9,9,9,90,19,98,68,C
5920,Lateral,14,37,14,9,9,9,99,29,78,68,C
5921,Regular,26,46,14,9,8,8,79,37,65,69,C
5922,Regular,37,9,18,10,8,10,89,31,65,63,C
5923,Regular,1,41,37,10,8,10,83,40,49,64,C
5924,Regular,28,30,21,10,10,8,81,32,45,54,D
5925,Regular,16,5,44,8,9,9,99,32,64,64,C
5926,Regular,25,50,11,8,10,9,96,39,42,60,D
5927,Regular,48,36,21,9,9,8,75,42,41,62,C
5928,Regular,14,48,25,10,10,10,77,39,70,74,B
5929,Regular,14,50,35,10,10,10,76,44,95,91,S
5930,Regular,31,43,16,8,10,10,76,38,49,62,C
5931,Regular,4,45,18,9,9,10,75,34,90,79,B
5932,Regular,33,18,6,8,8,9,97,28,48,52,D
5933,Regular,39,32,3,10,10,10,78,38,100,88,A+
5934,Regular,31,12,21,8,9,8,95,29,48,53,D
5935,Regular,9,21,25,8,10,9,89,27,48,51,D
5936,Lateral,32,29,7,8,8,9,76,32,49,56,D
5937,Regular,39,15,27,8,8,9,91,34,98,83,A
5938,Regular,44,17,22,8,8,10,98,35,81,75,B
5939,Regular,34,20,9,10,9,10,84,31,45,53,D
5940,Regular,7,47,47,9,9,10,92,46,55,73,B
5941,Regular,23,33,32,9,9,10,96,35,99,84,A
5942,Regular,8,6,25,8,9,8,79,21,74,58,D
5943,Regular,43,48,3,10,10,8,82,45,82,86,A+
5944,Regular,24,27,41,10,10,9,97,36,71,71,B
5945,Regular,47,12,24,9,10,9,93,37,75,74,B
5946,Regular,39,24,8,10,8,9,98,34,75,71,B
5947,Regular,29,16,19,8,9,9,81,27,48,51,D
5948,Regular,27,17,24,9,8,8,87,28,49,52,D
5949,Regular,19,44,47,8,10,9,82,45,42,66,C
5950,Lateral,50,46,27,8,9,10,94,47,67,80,B
5951,Regular,3,8,5,9,10,9,98,14,99,63,C
5952,Regular,47,7,44,8,10,10,83,45,42,66,C
5953,Regular,35,50,39,8,9,9,86,44,100,94,S
5954,Regular,22,31,49,10,8,10,91,41,41,61,C
5955,Regular,18,34,45,8,8,9,95,39,63,70,C
5956,Regular,23,11,26,9,9,8,84,28,89,72,B
5957,Regular,28,41,29,8,8,9,78,36,57,64,C
5958,Regular,5,31,25,9,9,10,83,31,83,72,B
5959,Regular,8,10,6,10,9,10,80,16,92,62,C
5960,Regular,30,12,39,9,8,9,91,36,51,61,C
5961,Regular,37,31,37,8,10,10,86,38,62,69,C
5962,Lateral,15,24,3,10,8,10,84,24,71,59,D
5963,Regular,10,21,21,9,10,9,82,26,60,56,D
5964,Regular,33,8,33,9,9,8,77,35,64,67,C
5965,Regular,29,1,4,10,8,10,90,22,42,43,F
5966,Regular,21,21,22,8,9,10,77,26,91,71,B
5967,Regular,14,37,41,10,9,8,79,40,78,79,B
5968,Regular,25,29,6,9,9,9,90,30,90,75,B
5969,Regular,2,22,40,10,8,9,95,33,74,70,C
5970,Regular,29,35,23,10,8,10,76,34,49,58,D
5971,Regular,20,21,9,10,9,9,87,25,66,58,D
5972,Regular,7,31,13,10,8,10,88,26,81,66,C
5973,Regular,39,4,18,9,10,10,92,32,60,62,C
5974,Lateral,28,20,43,9,8,8,82,36,93,82,A
5975,Regular,36,41,7,8,8,8,79,38,42,59,D
5976,Regular,38,5,19,10,10,9,93,32,93,78,B
5977,Regular,38,15,42,8,9,10,97,41,68,75,B
5978,Regular,32,33,15,10,8,9,93,35,66,68,C
5979,Regular,23,35,42,10,10,8,99,40,67,73,B
5980,Regular,18,47,3,9,8,8,79,34,95,81,A
5981,Regular,27,15,6,9,8,10,85,25,69,59,D
5982,Regular,45,50,32,10,9,9,79,47,67,80,B
5983,Regular,11,16,15,8,8,10,77,21,40,41,F
5984,Regular,42,4,19,9,9,9,86,33,98,82,A
5985,Regular,1,45,41,8,10,8,77,43,88,87,A+
5986,Regular,48,40,8,10,9,10,99,44,52,70,C
5987,Regular,7,19,38,8,8,10,79,31,78,70,C
5988,Lateral,12,2,27,10,9,9,97,24,60,54,D
5989,Regular,49,16,35,8,10,10,88,42,46,65,C
5990,Regular,32,11,37,10,10,9,81,37,69,71,B
5991,Regular,15,46,22,8,9,10,84,36,84,78,B
5992,Regular,14,40,37,9,8,8,80,39,82,80,B
5993,Regular,24,31,18,10,9,8,78,31,79,70,C
5994,Regular,43,30,47,8,8,8,75,44,79,83,A
5995,Regular,39,9,4,8,10,9,99,28,64,60,D
5996,Regular,31,8,23,10,10,10,80,31,41,51,D
5997,Regular,4,19,3,9,8,8,90,17,81,57,D
5998,Regular,5,36,14,9,9,9,79,29,92,75,B
5999,Regular,9,29,7,9,8,10,96,24,93,70,C
6000,Regular,50,36,24,9,8,10,77,43,76,81,A
6001,Regular,3,41,22,9,10,9,97,34,78,73,B
6002,Regular,17,2,22,9,9,8,87,24,51,49,F
6003,Lateral,31,47,19,9,8,9,96,39,78,78,B
6004,Regular,28,12,32,10,8,8,83,32,67,65,C
6005,Regular,49,13,49,9,8,10,95,48,54,75,B
6006,Regular,48,25,47,10,9,8,77,47,83,88,A+
6007,Regular,16,10,15,10,10,10,100,22,91,67,C
6008,Regular,47,5,42,8,9,10,100,44,65,76,B
6009,Regular,27,47,50,8,9,8,91,47,44,69,C
6010,Regular,49,3,32,10,9,9,97,41,70,76,B
6011,Regular,43,17,1,10,8,10,92,33,93,79,B
6012,Regular,45,11,35,9,10,8,88,41,75,78,B
6013,Regular,15,26,10,10,8,8,89,25,100,75,B
6014,Regular,21,36,4,9,9,10,75,32,46,55,D
6015,Regular,35,46,7,9,8,10,85,41,49,65,C
6016,Regular,17,17,7,10,8,9,95,22,75,59,D
6017,Regular,43,31,24,8,9,9,95,38,76,76,B
6018,Regular,15,44,19,9,8,9,85,33,46,56,D
6019,Regular,12,10,40,9,10,10,86,30,77,68,C
6020,Regular,8,28,40,9,8,9,77,35,46,58,D
6021,Regular,3,9,11,9,8,9,98,16,100,66,C
6022,Regular,28,2,45,9,8,9,79,37,54,64,C
6023,Regular,41,16,36,9,10,10,100,40,95,87,A+
6024,Regular,28,37,20,9,9,8,95,34,73,70,C
6025,Regular,36,32,23,10,8,8,77,35,54,62,C
6026,Regular,21,20,19,10,8,9,76,25,49,49,F
6027,Regular,37,7,22,8,8,8,96,31,67,64,C
6028,Lateral,24,47,41,9,8,8,89,43,96,91,S
6029,Regular,17,42,44,8,9,9,96,43,53,69,C
